1831.997731,135.000000,352.077389,653.164836,143.014209,287.846807,0.498154,18.200000,170.100000,58.700000,5473.600000,35.000000,37.700000,1.000000,1.000000,73.000000,1.000000,4.000000,0.000000,4.600000,1.040000
2329.150428,192.000000,485.500000,694.300000,183.500000,302.000000,0.610000,16.200000,124.000000,48.400000,2709.100000,52.000000,30.100000,1.000000,0.000000,55.000000,1.000000,3.000000,0.000000,5.010000,0.270000
2290.782519,256.000000,490.100000,706.100000,159.700000,330.300000,0.480000,23.300000,136.600000,50.100000,0.000000,54.000000,28.100000,0.000000,0.000000,52.000000,1.000000,2.000000,0.000000,4.130000,0.210000
2107.958665,149.000000,289.100000,584.500000,144.000000,145.100000,0.990000,30.800000,212.300000,69.100000,2586.600000,57.000000,25.000000,0.000000,1.000000,60.000000,1.000000,2.000000,0.000000,5.460000,0.750000
2266.542990,106.000000,315.500000,588.900000,202.300000,113.200000,1.790000,-3.200000,168.900000,47.800000,431.500000,53.000000,22.400000,0.000000,1.000000,88.000000,1.000000,4.000000,0.000000,11.650000,8.400000
2201.168045,94.000000,247.400000,601.700000,145.700000,101.800000,1.430000,40.200000,174.800000,53.800000,35.800000,54.000000,24.700000,0.000000,1.000000,68.000000,1.000000,2.000000,0.000000,6.350000,1.590000
2192.722531,77.000000,213.500000,452.900000,113.600000,99.900000,1.140000,1.500000,89.500000,30.900000,1600.000000,49.000000,20.000000,0.000000,0.000000,82.000000,1.000000,2.000000,0.000000,24.030000,13.400000
2350.684778,91.000000,293.500000,520.900000,80.300000,213.200000,0.380000,1.100000,141.200000,53.400000,0.000000,54.000000,29.000000,0.000000,0.000000,76.000000,-1.000000,4.000000,0.000000,19.700000,7.260000
1709.474861,166.000000,277.600000,641.100000,145.500000,132.100000,1.100000,27.100000,165.400000,52.300000,12207.600000,65.000000,27.900000,0.000000,1.000000,62.000000,1.000000,2.000000,0.000000,5.010000,0.650000
2349.069544,161.000000,701.800000,1073.600000,422.100000,279.700000,1.510000,30.600000,250.300000,72.800000,0.000000,54.000000,37.800000,1.000000,1.000000,64.000000,1.000000,1.000000,0.000000,3.870000,0.490000
2061.149501,176.000000,139.400000,417.700000,46.500000,92.900000,0.500000,33.500000,120.200000,42.800000,0.000000,52.000000,22.300000,0.000000,0.000000,56.000000,1.000000,2.000000,0.000000,6.190000,0.550000
2118.279211,176.000000,348.100000,688.500000,224.500000,123.700000,1.810000,47.900000,195.700000,69.600000,155.000000,63.000000,29.800000,0.000000,1.000000,57.000000,-1.000000,2.000000,0.000000,3.960000,0.220000
2150.657037,199.000000,481.700000,716.000000,160.500000,321.200000,0.500000,21.800000,134.500000,43.800000,587.600000,53.000000,28.700000,0.000000,0.000000,62.000000,-1.000000,4.000000,0.000000,7.540000,0.690000
1934.302028,83.000000,394.184062,576.437090,109.827624,229.462426,0.362114,-11.900000,46.800000,18.900000,0.000000,56.000000,25.800000,0.000000,0.000000,86.000000,-1.000000,4.000000,0.000000,21.460000,9.110000
2139.836977,166.000000,331.600000,550.000000,154.100000,177.500000,0.870000,27.900000,124.500000,38.300000,0.000000,56.000000,27.000000,0.000000,0.000000,50.000000,-1.000000,2.000000,0.000000,3.490000,0.170000
2146.854132,113.000000,282.200000,525.200000,175.900000,106.300000,1.650000,8.400000,128.800000,47.300000,10194.400000,105.000000,24.700000,0.000000,0.000000,84.000000,1.000000,1.000000,0.000000,8.530000,2.200000
2126.185545,173.000000,351.500000,553.100000,85.000000,266.500000,0.320000,37.800000,114.000000,47.500000,198.900000,68.000000,25.200000,0.000000,0.000000,52.000000,-1.000000,3.000000,0.000000,4.450000,0.240000
2210.957939,211.000000,338.000000,639.500000,130.200000,207.800000,0.630000,14.200000,107.800000,46.809068,435.100000,55.000000,26.150353,0.000000,0.000000,69.000000,1.000000,3.000000,0.000000,9.200062,1.859037
2079.719991,98.000000,378.800000,742.000000,237.000000,141.700000,1.670000,33.500000,177.500000,54.600000,9746.300000,49.000000,26.300000,0.000000,1.000000,66.000000,1.000000,2.000000,0.000000,5.720000,1.130000
1814.739410,209.000000,186.700000,426.500000,70.600000,116.100000,0.610000,45.200000,105.600000,40.000000,0.000000,53.000000,20.900000,0.000000,0.000000,50.000000,-1.000000,3.000000,0.000000,3.770000,0.320000
2389.611774,169.000000,799.900000,1146.100000,522.000000,277.900000,1.880000,19.600000,164.800000,47.900000,27.000000,56.000000,39.000000,1.000000,1.000000,55.000000,-1.000000,1.000000,0.000000,2.850000,0.110000
2263.111178,174.000000,367.300000,698.900000,168.500000,198.800000,0.850000,27.300000,195.400000,61.800000,304.400000,58.000000,28.700000,0.000000,1.000000,51.000000,1.000000,1.000000,0.000000,2.980000,0.170000
2213.458074,161.000000,663.600000,1045.800000,285.300000,378.300000,0.750000,29.500000,239.600000,69.700000,852.100000,46.000000,36.500000,1.000000,1.000000,62.000000,1.000000,2.000000,0.000000,3.900000,0.410000
2295.503993,142.000000,510.800000,840.100000,262.000000,248.800000,1.050000,23.300000,189.300000,63.400000,3692.300000,53.000000,34.300000,1.000000,1.000000,73.000000,1.000000,3.000000,0.000000,5.370000,1.710000
2222.918158,73.000000,384.300000,691.800000,243.000000,141.300000,1.720000,6.200000,106.700000,32.800000,5078.000000,52.000000,25.700000,0.000000,1.000000,88.000000,1.000000,3.000000,0.000000,16.250000,11.640000
1923.274999,260.000000,350.700000,613.000000,155.700000,195.000000,0.800000,38.500000,156.200000,53.900000,102.200000,70.000000,26.900000,0.000000,0.000000,59.000000,-1.000000,3.000000,0.000000,4.760000,0.040000
2000.894452,199.000000,168.000000,464.600000,71.700000,96.300000,0.740000,42.200000,165.400000,55.400000,489.600000,62.000000,26.500000,0.000000,1.000000,55.000000,1.000000,2.000000,0.000000,4.100000,0.300000
2309.072412,98.000000,302.100000,615.900000,165.200000,136.900000,1.210000,19.400000,54.900000,18.900000,198.100000,27.000000,23.600000,0.000000,0.000000,65.000000,1.000000,1.000000,0.000000,9.470000,1.440000
